OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
50,61,New City,51721,44377,43628,13813,3.136176066,38971.68675,2807.53012,9136.686747,8504.481928,8346.626506,5388.783133,3018.337349,1504.963855,264.2771084,33.10160771,4815.819277,24095.39759,9006.86747,725.6024096,328,38617.90275,29311.92108,18485.20848,15374.91048,3110.297998,10826.7126,14919.45112,833.4381625,14086.01296,7447.228504,2496.014134,3199.37338,720.9976443,222.3992933,509705.2415,3745.222076,5559.339685,2934.049934,1030.782523,24212.51807,7419.951807,9475.156627,3790.554217,1300.096386,1567.289157,659.4698795,4988.283298,3713.300211,1853.987315,1262.930233,842.9302326,603.0761099,35396.3424,18005.11013,13264.5074,4512.11985,8754.71161,2510.731501,15777.66292,3962.089888,210.5917603,6003.775281,3651.179775,1051.026217,59,407,433,5.414453311,1028.479401,2076.614232,4242.543071,8430.026217,1936.790077,1048.808989,6786.333333,5736.337079,1520.719101,685.4644195,2151.198732,1882.877378,365.0274841,106,154987.8477,8444.403805,991.6701903,5329.754757,1857.978858,265,0,798.0487731,10788.94292,2113.983087,2475.564482,10587.94292,10004.94292,2676.564482,12486,Health Care,Accommodation and Food Service,Administration,Manufacturing,Retail Trade,1572,1460,1364,1348,1296,10963,Manufacturing,Wholesale Trade,Retail Trade,Transportation,Other Service,3961,1762,1082,766,763,Outside of Chicago,The Loop,Near North Side,Near West Side,New City,4819,1722,762,725,571,Outside of Chicago,New City,Brighton Park,Gage Park,Chicago Lawn,4998,571,370,291,284,,,,11108.90407,,,,,,,,,,0,0,1,0.016404769,0.076177653,0.907417578,1.708881576,3090.839377,244.9375784,0.079246298,328.0891063,0.10614887,30.8701408,0.009987624,155.0514493,0.050164836,94.56597553,0.030595564,722.2718265,0.23368145,1143.480819,0.369958021,0,0,83.76399579,0.027100728,287.8084858,0.09311661,4214.803383,2840.852008,2145.564482,4063.287526,8285.704017,2345.917548,4978.803383,3161.519711,149,133,2879.519711,4828.714849,691.2444152,1455.587385,2681.883049,1853.20565,944.4743758,592.2095926,316.521682,2709.890276,2152.978318,439.4868594,117.4250986,28372.73263,10599.06949,36167.94935,20619.91402,10147.54888,15548.03534,19748.9788,216.7997644,479.155477,6,0,0,116,52,0.979976443,6789,25948,18252,146,586,,,,,,,,,,,,,,,,,,,,,,,,,0.999017682,0.555383955,0.145995287,0.77199033,0,0,0.172919445,1,1,0.485930968
51,5,North Center,31895,31867,35114,14931,2.348000804,36142,3451,6408,8798,9925,4841,1441,788,490,34.31010125,27005,4323,923,2156,1735,36059,27091,22373,21654,714,4718,21436,3286,18150,8966,1195,6409,1279,301,643830,1925,6959,4684,669,24984,854,1398,2629,701,11000,8402,1074,1163,1305,1708,2554,6433,133537.464,77950.66977,14237,8216,6021,1576,15813,4424,588,2953,3500,1788,1020,1518,22,5.730650589,3371,1898,1794,8750,1935.18,2646,5956,3860,2098,1253,106,805,2008,4726,591968.6482,5909,161,843,1883,2461,561,1520.46695,13726,430,511,13333,13130,904,17390,Professional,Health Care,Finance,Education,Accommodation and Food Service,2932,1968,1833,1552,1385,11304,Finance,Professional,Manufacturing,Retail Trade,Accommodation and Food Service,2807,1206,1067,1052,932,Outside of Chicago,The Loop,Near North Side,Near West Side,North Center,4800,4579,2245,1469,601,Outside of Chicago,North Center,Lake View,Logan Square,Lincoln Square,4789,601,553,337,326,,,,11369.62313,,,,,,,,,,0,0,1,0,0,1,1.372075518,1309.783474,246.9996295,0.188580505,296.6622884,0.226497199,46.78616293,0.035720532,74.42593503,0.056823083,75.95103291,0.057987472,79.34145556,0.060576009,437.5972461,0.334098921,0,0,43.37676604,0.033117509,8.64295805,0.006598769,4076,4533,2248,3380,8241,612,5996,644,9,106,529,1455,94,194,1167,1287,221,700,366,10682,6997,2787,898,32941,3201,32691,4329,1072,28362,2198,378,163,159,199,44,200,945,43,21938,6496,1333,1324,804,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.804634966,0.911517569,0.029570626,0,0.06502798,1,1,0.567689868
52,29,North Lawndale,41768,35912,34794,12838,2.664511606,31310,1968,6892,7803,5737,5088,2337,1056,429,32.67097967,1495,3509,25881,69,356,30290,24302,13504,11186,2318,10798,10987,385,10602,5537,822,3680,316,247,421430,4676,4273,1631,752,19784,4037,6342,5078,1587,1868,872,4990,2769,1445,1019,633,476,30960.59113,17708.19019,11332,2810,8522,3211,14543,1668,341,4317,5062,1822,342,949,42,5.426070473,1897,2885,2958,6803,1944.374416,1600,5534,5784,1189,436,1156,1306,296,52,164244.8513,8297,1244,2754,3105,1173,21,1019.907407,9443,2313,1889,8543,7829,2789,11499,Health Care,Administration,Accommodation and Food Service,Retail Trade,Transportation,2154,1586,1207,1200,929,8759,Health Care,Manufacturing,Education,Information,Retail Trade,2722,1438,1301,1030,347,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,4437,1819,856,742,375,Outside of Chicago,North Lawndale,South Lawndale,Austin,West Town,3650,341,321,273,188,,,,8638.589659,,,,,,,,,,0,0,1,0,0,1,2.010308087,2054.348526,111.9766054,0.054507112,351.6580782,0.171177419,20.26481826,0.009864353,70.94381023,0.034533483,127.6098662,0.062116951,223.1572115,0.108626754,671.6492818,0.32694028,0,0,171.4374585,0.08345101,305.6513965,0.14878264,4018,2963,2002,2349,6808,2429,4524,3363,90,272,3001,3800,465,800,2535,1415,381,452,582,2099,1592,386,121,29883,1427,29342,3081,1068,26261,2485,56,13,0,43,0,21,118,345,383,1896,39164,54,271,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.218712091,0.675917973,0,0,0.113145658,1,1,0.473559661
53,13,North Park,18514,17931,17559,6658,2.607689997,18806,1542,3011,3990,3324,3551,1837,912,639,38.3153431,9167,3522,421,4939,757,18107,15206,9129,8667,462,6077,8429,572,7857,5019,893,1179,535,231,260275,1072,2928,2062,666,12882,1678,2428,1945,849,3700,2282,1462,1170,1216,578,1192,1110,60362.90323,32506.85239,6728,3348,3380,656,7384,2243,140,1082,1212,843,615,1245,4,5.530022239,227,1328,3053,2776,1948.884578,1893,2637,1982,611,261,232,1095,1525,412,332206.9694,3251,451,999,1242,476,83,1070.766129,6181,451,547,5943,5616,785,6763,Health Care,Education,Retail Trade,Accommodation and Food Service,Professional,1137,794,650,588,550,7071,Education,Health Care,Retail Trade,Manufacturing,Wholesale Trade,2499,1009,673,551,515,Outside of Chicago,The Loop,Near North Side,North Park,Near West Side,2975,987,441,306,302,Outside of Chicago,North Park,West Ridge,Albany Park,Portage Park,3303,306,291,204,191,,,,12545.36996,,,,,,,,,,0,0,1,0,0.00277091,0.99722909,3.578251959,1613.606662,250.3155066,0.155127958,248.3491398,0.153909342,5.056837078,0.003133872,79.26175383,0.049120864,393.0977933,0.243614384,64.33304155,0.039869098,316.2176543,0.195969477,0,0,244.5678084,0.151565939,12.4071269,0.007689065,2210,1986,823,1709,4146,336,2582,984,49,187,748,1519,102,406,1011,1198,268,587,343,2824,2082,443,299,11382,7424,17264,9750,3818,7514,2410,934,170,1106,875,534,904,2244,573,10336,2652,452,4415,659,,,,,,,,,,,,,,,,,,,,,,,,,0.996644087,0.998506855,0.530274802,0.7561896,0.625773469,0,0.121850087,1,1,0.377150314
54,10,Norwood Park,37543,37023,38303,15323,2.472949161,38408.19118,2513.486687,6492.127892,6335.100829,8131.132693,7479.405936,3997.968573,2084.059363,1374.90921,41.69027061,29582.83151,5891.218245,251.5045832,1685.600175,997.0366652,37919.24409,31167.13034,20182.96025,19327.11777,855.8424847,10984.17009,18678.65613,1248.151599,17430.50453,13808.16731,1489.968201,1541.963209,453.4058051,137,548446.6722,1628.227112,4886.766818,6050.485584,2352.300961,28130.85814,2046.377564,7506.923614,4958.091663,1843.500218,7098.846355,4677.118725,2034.102362,2046.629921,2126.492688,2016.030371,3079.293588,3607.766029,90475.12039,45493.48943,14910.31496,11270.03341,3648.176724,575.6231721,15494.09159,10230.73168,285.2780172,1617,637.044181,1022.417026,400.6271552,1289.993534,11,6.141796894,233.481681,1951.034483,9881.697198,3427.878233,1953.05645,1982.342672,4365.407328,6619.523707,2044.193966,482.6239224,781.3903262,2948.407199,6638.151856,841.2564679,341135.4222,3454.256468,111,924.2362205,1477.551181,863.4690664,78,1189.246266,12985.45894,802.0033746,1924.856018,12484.45894,12165.45894,2425.856018,18467,Education,Public Administration,Health Care,Retail Trade,Professional,2392,2303,2227,1523,1368,11194,Health Care,Administration,Retail Trade,Accommodation and Food Service,Finance,5813,1161,678,661,493,Outside of Chicago,The Loop,Near North Side,Near West Side,Norwood Park,8492,4546,898,674,578,Outside of Chicago,Norwood Park,West Ridge,Portage Park,Dunning,6330,578,300,284,275,,,,14196.29054,,,,,,,,,,0,0.040497687,0.959502313,0,0,1,1.323134215,2799.795814,1321.115318,0.471861309,134.1920536,0.047929229,13.14411881,0.00469467,100.5537377,0.035914668,202.4885646,0.072322619,14.17060422,0.005061299,895.8064931,0.319954223,0,0,111.5087647,0.039827463,6.816159015,0.00243452,4746.52306,4210.139483,2285.057368,3668.595051,9644.250844,763.3869516,5266.064117,1422.098128,14,21,1387.098128,2277.719777,387.6929691,655.5629742,1234.463834,2071.898837,954.1674254,495.0096105,622.7218007,8696.390996,6014.465352,1978.709155,703.2164896,31920.53614,6485.711222,35895.09669,10512.27362,3829.196524,25382.82307,3445.624145,3824.702163,460,444.1724903,405.5024958,83,266.6699945,1423.257349,159.3449806,33176,2404,332,1212,419,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.485458708,0.824099735,0.083955268,0,0.111097469,0.94408316,0.993847875,0.25341699
55,36,Oakland,6110,5918,6799,3217,2.113459745,6973,669,1613,1352,1504,1099,497,186,53,33.71515679,307,407,6043,114,102,6973,5113,3671,2941,730,1442,2766,316,2450,1512,163,628,105,42,73030,1071,1463,406,204,4293,349,937,1056,357,963,631,1355,599,405,244,260,281,36837.60684,28101.43683,3144,768,2376,236,3380,451,194,159,199,761,163,1453,0,4.645726056,1373,1004,655,348,1989.128631,1120,947,977,200,136,29,244,331,114,334959.3496,2361,737,882,575,127,40,795.6349206,2788,549,356,2670,2578,474,2467,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,522,291,272,218,181,161,Health Care,Education,Retail Trade,Real Estate,Professional,121,12,11,9,3,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,642,588,275,215,84,Outside of Chicago,Oakland,Greater Grand Crossing,Kenwood,South Shore,50,12,7,7,5,,,,8067.038853,,,,,,,,,,0,0,1,0.207171315,0,0.792828685,7.918708909,372.036831,25.92461976,0.069682939,59.26703719,0.15930422,0.142606976,0.000383314,1.595980081,0.004289844,14.49560755,0.038962829,0,0,117.1815576,0.314973002,0,0,116.564114,0.313313372,36.86530783,0.099090479,1486,731,419,508,1536,678,1608,928,21,286,621,783,105,238,440,405,113,146,146,785,407,268,110,6376,597,6304,829,184,5475,357,0,19,0,0,0,40,112,301,40,58,5957,8,47,,,,,,,,,,,,,,,,,,,,,,,,,0.997116645,0.091471055,0.4748965,0.835471881,0,0,0.85812661,1,0.861285463,0.299268604
56,76,O'Hare,11665,12756,13418,6158,2.177167912,13498.30016,1082.365436,1250.933654,4017.668807,2712.408775,2270.924559,1202.620653,694.8191546,266.5591225,36.70826483,9104.961477,1115.448903,892,2099.17175,286.718031,13543,11267.15595,8033.469989,7692.425509,302.0444802,3233.685959,7485.903269,243.8459271,7242.057342,5107.224812,633.0444802,1275.14791,88.25750268,138.3826367,221852.1088,606.5454545,3675.545455,1716.454545,594.5454545,10702.71054,903.8496522,2136.986089,2580.836276,586.8410915,3087.624933,1406.572499,1365.666667,1199,1439.166667,1212,864.3333333,502.3333333,60440.97616,35578.00231,6582.5,2541.826902,4036.486218,330.8333333,6908.502756,872.275634,24,365.5314223,483.4145535,1862.428886,211.2337376,3089.618523,0,4.515497703,387.4145535,3973.349504,2511.738699,36,1973.574372,2467.959206,3145.867696,1163.993385,74.53142227,56.15104741,766.6666667,845.3333333,766.3333333,166,218827.1605,4002.666667,22,867,2514.666667,521,78,1220.293108,5898.833333,351.6666667,683.6666667,5542.166667,5436.833333,1040.333333,5397,Health Care,Retail Trade,Transportation,Education,Professional,639,515,475,456,451,44965,Transportation,Accommodation and Food Service,Administration,Professional,Finance,24300,6010,2303,2150,1402,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2968,733,413,250,195,Outside of Chicago,Austin,Portage Park,Logan Square,Lake View,30072,697,661,654,626,,,,21009.8559,,,,,,,,,,0.064837316,0.047050088,0.888112596,0.733823257,0,0.266176743,0.139860693,8536.170959,97.33690907,0.011402877,134.027558,0.015701133,0,0,139.9984105,0.01640061,49.42598313,0.005790182,32.67397162,0.003827708,6627.852396,0.776443259,0,0,1454.512558,0.170394029,0.34317257,4.02E-05,2710.166667,2175.166667,881.3333333,815.8333333,3480.5,342,3102,775.8181818,43,61,671.8181818,1720.272727,191.8181818,254.1818182,1274.272727,1434.636364,380.4545455,671.6363636,382.5454545,2580.909091,2266.454545,256.4545455,58,5866.543408,7645.270364,12431.08467,8163.030547,3854.366292,4268.054126,569.6918542,3954.800643,52,216.4415863,763.9804394,45,907.6473741,1032.46865,621,9486,761,249,864,305,,,,,,,,,,,,,,,,,,,,,,,,,0.788202003,0.914285714,0.45446075,0.85840708,1,0,0.072033191,1,1,0.438177874
57,15,Portage Park,65340,64124,63020,23436,2.684502475,63919,3587,11124,13256,14466,13021,4637,2528,1300,38.9126813,30042,27173,1048,3799,1857,63842,52314,36224,34190,2003,16090,33664,1899,31765,21789,3063,5805,780,328,1193335,2474,9395,7670,3030,44993,5812,11984,8348,3298,10429,5122,3521,4176,3467,3468,3987,3950,75868.65629,33413.14927,22569,13426,9143,2225,24794,11093,399,5363,3555,2064,987,1312,21,5.85164746,862,3381,6562,13989,1934.309815,4021,8499,7351,3158,1765,641,5571,6574,623,309987.8321,8828,255,2833,4468,1204,68,1114.074329,20487,1346,2082,19428,18993,3141,26495,Health Care,Retail Trade,Accommodation and Food Service,Manufacturing,Education,3302,2900,2629,2360,2099,7700,Retail Trade,Health Care,Accommodation and Food Service,Construction,Other Service,1884,1754,923,546,516,Outside of Chicago,The Loop,Near North Side,Near West Side,Portage Park,11622,4139,1789,1190,894,Outside of Chicago,Portage Park,Belmont Cragin,Dunning,Norwood Park,3517,894,423,244,201,,,,14621.00913,,,,,,,,,,0,0,1,0,0,1,1.147488439,2529.754309,937.0876757,0.370426358,401.5930789,0.158747858,41.710433,0.016487938,145.3795179,0.057467841,90.80620669,0.035895267,22.26082915,0.008799601,811.3711566,0.320731208,0,0,70.06084614,0.027694724,9.484565245,0.003749204,5881,6982,3830,5876,15128,1505,7441,2116,12,86,2018,5198,503,928,3767,3424,1161,1255,1008,11327,7811,2520,996,43086,20833,60332,33627,13796,26705,20310,6986,188,2291,1020,50,879,1586,317,45418,15022,336,2467,2097,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.418931834,0.831799327,0,0,0.076338319,1,1,0.343007367
58,50,Pullman,8921,7325,6820,2995,2.276794658,7131,466,877,1564,1476,1591,647,279,231,42.59615385,857,307,5732,5,230,7131,5977,4040,3404,636,1937,3296,171,3125,2077,163,764,47,74,120575,546,1720,817,234,5335,574,1217,1478,444,964,658,819,932,545,551,378,92,48056.72269,27871.22101,3317,1658,1659,365,3682,1239,1575,230,302,86,52,198,0,5.876675603,8,178,2049,1447,1948.621444,556,1317,1523,259,27,1043,557,58,0,136489.899,1620,54,1076,459,31,0,921.7603912,3056,341,261,2903,2565,414,2950,Health Care,Education,Administration,Retail Trade,Transportation,525,338,311,261,250,2561,Wholesale Trade,Retail Trade,Transportation,Education,Manufacturing,578,428,334,330,283,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1202,605,206,136,58,Outside of Chicago,East Side,Roseland,South Shore,Chatham,1350,84,81,51,45,,,,12261.02564,,,,,,,,,,0,0,1,0.187356448,0.064420868,0.748222684,2.444082475,1354.489329,139.5297869,0.103012836,78.0620535,0.057632092,2.180721364,0.001609995,73.13067642,0.053991327,164.7207833,0.121610986,276.7567495,0.20432553,447.2019157,0.330162745,0,0,2.759426902,0.002037245,170.1472159,0.125617243,1528,904,555,330,1686,404,1631,503,0,0,503,1039,226,378,435,545,323,161,61,1021,945,68,8,6894,237,6665,378,139,6287,264,0,0,0,0,0,0,69,45,757,795,7262,15,92,,,,,,,,,,,,,,,,,,,,,,,,,0.918649868,0.344509948,0.387253983,0.81753401,0.276763011,0,0.303145809,1,1,0.347390777
59,54,Riverdale,9809,6482,7262,2523,2.872770511,7414,851,1947,2254,1033,895,287,85,62,25.86317136,72,271,7071,0,0,7368,5036,3027,2123,904,2009,2017,16,2001,938,194,752,65,52,92565,1252,1234,180,91,3842,534,1172,1644,239,127,126,1580,793,144,60,124,56,19676.96629,14175.67494,2757,232,2525,434,3191,607,1636,57,108,457,268,58,0,5.107781283,125,441,2453,172,1948.880225,565,1098,1108,394,26,201,31,0,0,92873.56322,2417,1298,800,258,61,0,421.1956522,2396,1038,361,2250,2225,507,1944,Health Care,Retail Trade,Administration,Accommodation and Food Service,Transportation,416,236,219,204,198,705,Utilities,Transportation,Health Care,Manufacturing,Education,254,190,60,44,37,Outside of Chicago,The Loop,Near North Side,Near West Side,Douglas,845,279,110,81,46,Outside of Chicago,Roseland,Auburn Gresham,South Shore,Greater Grand Crossing,473,13,12,11,10,,,,8002.800651,,,,,,,,,,0.004077716,0.978651955,0.017270329,0.66736816,0.33263184,0,3.99555372,2258.712055,221.7857228,0.098191234,49.85678335,0.022073103,0.834437622,0.000369431,29.4071483,0.013019432,58.50281612,0.025900962,252.3136152,0.111706853,1143.784623,0.506387975,6.084900332,0.002693969,269.2037233,0.119184613,226.938285,0.100472428,893,748,501,615,1769,1032,988,928,102,192,634,967,426,221,320,144,115,0,29,217,208,9,0,7354,60,6563,206,12,6357,185,9,0,0,0,0,0,0,12,66,160,9479,7,97,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.128058303,0.676231468,0.554709357,0,0.426670697,0.013487208,0.041012216,0.509172038
60,1,Rogers Park,63484,54991,55628,26402,1.978713734,55643,3383,8494,16311,12032,10207,3231,1272,713,34.65535076,24644,10537,15059,3018,2385,52112,46632,32104,30603,1484,14528,29982,2741,27241,11554,1548,11429,2393,317,1025140,9961,10804,3693,458,38323,4480,6901,6616,2243,10613,7470,7019,6076,4064,3088,2813,1856,46244.10377,29682.50362,24916,6518,18398,2579,27495,1555,367,1007,2896,7387,3406,10827,50,4.42257384,1131,4277,8695,13392,1941.054583,13554,8849,3583,1260,249,1390,3085,1446,597,217411.1675,18010,1188,6650,7370,2745,57,1061.667724,22929,2154,1987,21490,20348,3426,23044,Health Care,Accommodation and Food Service,Education,Professional,Retail Trade,3761,2546,2438,2277,2148,10259,Education,Health Care,Manufacturing,Accommodation and Food Service,Retail Trade,3639,2341,1865,1006,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Rogers Park,8975,4006,2424,1241,1092,Outside of Chicago,Rogers Park,West Ridge,Edgewater,Uptown,4441,1092,626,499,275,,,,7580.681501,,,,,,,,,,0,0,1,0,0,1,1.366770051,1175.921114,146.9628081,0.124976758,371.6915571,0.316085452,21.2585545,0.018078215,61.99129095,0.052717219,80.97057899,0.068857152,49.88507404,0.042422126,376.5307003,0.320200646,0,0,63.4670988,0.053972242,3.163451111,0.00269019,11494,7587,2493,3342,10029,1779,14887,4947,167,458,4322,7322,356,1600,5366,4064,1216,1684,1164,7698,5264,1890,544,41124,14519,52260,17725,7112,34535,8692,1229,342,297,632,155,560,2615,3203,20170,17639,18767,4063,2845,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.530386452,0.785629053,0,0,0.032637985,1,1,0.604062437
61,49,Roseland,52723,44619,38816,15080,2.53693634,39623,2323,7539,7897,6775,8242,3517,2327,1003,39.0245098,608,521,37764,106,624,39068,31936,17529,14206,3323,14407,13761,846,12915,7855,1315,3381,205,159,549615,3360,5837,3288,1252,27229,3764,6984,8374,2284,3829,1994,4214,3330,2437,1619,1508,629,44040.6051,20781.95404,13737,7261,6476,3539,17276,10258,1467,2500,1209,865,252,657,68,6.311543507,771,1607,9526,5372,1949.267877,1766,5079,6759,2624,1048,4279,2845,58,61,129504.3641,6214,369,2188,2301,1317,39,1085.883823,11745,2310,1992,10525,10264,3212,13058,Health Care,Education,Administration,Retail Trade,Transportation,2566,1413,1392,1226,1178,2723,Health Care,Education,Accommodation and Food Service,Retail Trade,Manufacturing,905,830,416,271,55,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,5207,2849,849,643,215,Outside of Chicago,Roseland,West Pullman,Auburn Gresham,Morgan Park,1214,207,111,79,58,,,,13113.00941,,,,,,,,,,0,0,1,0,0.006369125,0.993630875,2.35744653,3083.418423,1133.527609,0.367620431,179.7503626,0.058295806,15.77561232,0.005116274,71.34025929,0.023136743,322.8005838,0.104689192,10.29496001,0.003338814,1125.320314,0.364958679,0,0,70.25517112,0.022784832,154.3535512,0.05005923,4713,3486,2295,3243,8467,2180,5270,2806,51,134,2621,4063,728,841,2494,2414,949,1018,447,3705,2835,777,93,38925,698,37300,1195,340,36105,400,91,24,0,6,0,45,261,368,276,363,51568,31,485,,,,,,,,,,,,,,,,,,,,,,,,,0.994798338,0.982403218,0.297734034,0.708431527,0.227488501,0,0.126813616,1,1,0.417629533
62,46,South Chicago,38596,31198,27300,11017,2.463647091,29977,2003,6826,6391,5449,5369,1932,1409,598,34.22471534,857,6182,22565,114,259,29806,22931,14132,11827,2270,8799,11403,373,11030,5976,798,4002,227,27,509100,3716,4025,2558,577,18492,3265,5746,4287,1892,2151,1151,3907,2808,1620,1228,1047,266,39798.13665,19442.66868,10876,4372,6504,3312,14188,4921,140,3228,2697,1890,458,848,6,5.814567324,311,912,4759,8206,1933.22447,2564,4636,4679,1552,757,2379,1602,184,108,136252.8345,6284,897,3519,1424,422,22,815.7971014,9294,2786,1582,9178,8854,1698,8539,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,1580,961,860,828,769,2210,Health Care,Retail Trade,Construction,Education,Accommodation and Food Service,913,301,223,167,140,Outside of Chicago,The Loop,Near North Side,Near West Side,South Chicago,3333,1557,638,463,166,Outside of Chicago,East Side,South Chicago,South Deering,South Shore,976,181,166,66,64,,,,10708.90794,,,,,,,,,,0.00334568,0,0.99665432,0,0,1,2.451162797,2140.676044,365.8502815,0.170904085,269.5515849,0.125918906,23.80346358,0.011119601,65.76747513,0.030722759,73.22127018,0.034204741,34.08945978,0.015924623,632.293025,0.29537072,0,0,92.9650244,0.043427881,583.134459,0.272406682,3482,3094,1635,2665,6500,1820,4376,2690,51,306,2333,3591,715,974,1902,1583,821,559,203,2541,2204,320,17,26806,3171,27974,6009,2421,21965,4743,23,62,0,0,44,8,359,770,1135,10565,26253,49,594,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.280878218,0.769655413,0.189218647,0,0.13487871,0.996537282,0.997779892,0.47355959
